system_metadata.id,organisation.country,organisation.url,repository_metadata.software.name,repository_metadata.metadata_record_count,repository_metadata.type,repository_metadata.url,repository_metadata.full_text_record_count,repository_metadata.oai_url,system_metadata.uri,repository_metadata.software.name_other
1062,jp,http://www.kit.ac.jp/,other,701.0,institutional,http://repository.lib.kit.ac.jp/repo/repository/10212/,0.0,http://repository.lib.kit.ac.jp/repo/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/1062,E-CatsLibrary
1063,gb,http://www.jisc.ac.uk/,eprints,3849.0,institutional,http://repository.jisc.ac.uk/,0.0,http://repository.jisc.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1063,
1064,gb,http://www.ox.ac.uk/,fedora,239671.0,institutional,http://ora.ox.ac.uk,20.0,https://ora.ox.ac.uk/oai2,https://v2.sherpa.ac.uk/id/repository/1064,
1066,jp,http://www.saga-u.ac.jp/,dspace,4376.0,institutional,http://portal.dl.saga-u.ac.jp/,3898.0,http://portal.dl.saga-u.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1066,
1067,jp,http://www.yamaguchi-u.ac.jp/,earmas,25448.0,institutional,http://petit.lib.yamaguchi-u.ac.jp/eng/,959.0,http://petit.lib.yamaguchi-u.ac.jp/infolib/oai_repository/repository,https://v2.sherpa.ac.uk/id/repository/1067,
1068,jp,http://www.naist.jp/,weko,9874.0,institutional,https://naist.repo.nii.ac.jp/,,https://naist.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1068,
1069,gb,http://www.birmingham.ac.uk/index.aspx,eprints,8096.0,institutional,http://etheses.bham.ac.uk/,6043.0,http://etheses.bham.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1069,
1070,no,http://www.cmi.no/,dspace,1472.0,institutional,https://open.cmi.no,,https://open.cmi.no/cmi-oai/,https://v2.sherpa.ac.uk/id/repository/1070,
1071,no,http://www.nhh.no/,dspace,5893.0,institutional,https://openaccess.nhh.no,,https://openaccess.nhh.no/nhh-oai/request,https://v2.sherpa.ac.uk/id/repository/1071,
1074,ug,http://www.mak.ac.ug/,dspace,564.0,institutional,http://makir.mak.ac.ug/,,,https://v2.sherpa.ac.uk/id/repository/1074,
1076,gb,https://www.bournemouth.ac.uk/,eprints,24798.0,institutional,http://eprints.bournemouth.ac.uk/,9537.0,http://eprints.bournemouth.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1076,
1081,es,http://portal.uned.es/,fez,17723.0,institutional,http://e-spacio.uned.es/fez/,0.0,http://62.204.194.45:8080/oaiprovider/,https://v2.sherpa.ac.uk/id/repository/1081,
1082,in,http://www.ignou.ac.in/,dspace,31971.0,institutional,http://www.egyankosh.ac.in/,,,https://v2.sherpa.ac.uk/id/repository/1082,
1083,in,http://www.thapar.edu/,dspace,3645.0,institutional,http://dspace.thapar.edu:8080/dspace/,,,https://v2.sherpa.ac.uk/id/repository/1083,
1084,in,http://www.uni-mysore.ac.in/,dspace,5482.0,institutional,http://dspace.vidyanidhi.org.in:8080/dspace/,0.0,http://dspace.vidyanidhi.org.in:8080/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1084,
1085,in,http://www.iitd.ernet.in/,dspace,6776.0,institutional,http://eprint.iitd.ac.in,,http://eprint.iitd.ac.in/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1085,
1086,in,http://www.iitb.ac.in/,dspace,20783.0,institutional,http://dspace.library.iitb.ac.in/jspui/,,http://dspace.library.iitb.ac.in/oai/request,https://v2.sherpa.ac.uk/id/repository/1086,
1088,jp,http://www.otaru-uc.ac.jp/,weko,5395.0,institutional,https://barrel.repo.nii.ac.jp/,2690.0,http://barrel.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1088,
1090,jp,http://www.ibaraki.ac.jp/index.html,weko,9067.0,institutional,https://rose-ibadai.repo.nii.ac.jp/,,https://rose-ibadai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1090,
1092,us,http://www.umd.edu/,,37910.0,institutional,http://digital.lib.umd.edu/,2.0,http://digital.lib.umd.edu/oaicat/OAIHandler,https://v2.sherpa.ac.uk/id/repository/1092,
1093,fr,http://www.eurecom.fr/,other,5721.0,institutional,http://www.eurecom.fr/en/publication/,16.0,http://www.eurecom.fr/oai/oai2.php,https://v2.sherpa.ac.uk/id/repository/1093,Open Repository
1094,se,https://www.slu.se,eprints,7833.0,institutional,http://pub.epsilon.slu.se/,,http://pub.epsilon.slu.se/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1094,
1095,fi,http://www.hanken.fi/,dspace,176.0,institutional,http://openax.shh.fi:8180/dspace,,http://openax.shh.fi:8180/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1095,
1097,us,http://www.wichita.edu/,dspace,9885.0,institutional,http://soar.wichita.edu/,,https://soar.wichita.edu/oai/request,https://v2.sherpa.ac.uk/id/repository/1097,
1098,hu,http://www.uni-corvinus.hu/,eprints,1086.0,institutional,http://phd.lib.uni-corvinus.hu,951.0,http://phd.lib.uni-corvinus.hu/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1098,
1099,ca,https://www.ubc.ca,dspace,74042.0,institutional,https://circle.ubc.ca,,https://circle.library.ubc.ca/oai/request,https://v2.sherpa.ac.uk/id/repository/1099,
1100,es,http://www.upc.edu/,dspace,104515.0,institutional,https://upcommons.upc.edu/revistes/,,http://eprints.upc.es:8080/revistes-oai/request,https://v2.sherpa.ac.uk/id/repository/1100,
1101,ca,http://www.mcgill.ca/,samvera,50615.0,institutional,https://escholarship.mcgill.ca,377.0,https://escholarship.mcgill.ca/catalog/oai?verb=Identify,https://v2.sherpa.ac.uk/id/repository/1101,
1103,it,http://www.sspal.it/,dspace,1295.0,institutional,http://doc.sspal.it/,,http://doc.sspal.it/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1103,
1106,es,http://www.csic.es/web/guest/home,dspace,158871.0,institutional,http://digital.csic.es,,http://digital.csic.es/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1106,
1108,de,http://www.desy.de/,invenio,223741.0,institutional,http://pubdb.desy.de/,0.0,http://pubdb.desy.de/oai2,https://v2.sherpa.ac.uk/id/repository/1108,
1109,us,http://www.ufl.edu/,other,97533.0,institutional,http://ufdc.ufl.edu/?c=UFIR,,,https://v2.sherpa.ac.uk/id/repository/1109,SobekCM
1110,se,http://www.lu.se/,other,174465.0,institutional,http://www.lunduniversity.lu.se/research-and-innovation/find-publications,,http://lup.lub.lu.se/oai,https://v2.sherpa.ac.uk/id/repository/1110,LibreCat
1111,es,http://www.unav.edu/,dspace,33357.0,institutional,http://dadun.unav.edu,,,https://v2.sherpa.ac.uk/id/repository/1111,
1112,ca,https://www.idrc.ca,dspace,54019.0,institutional,http://idl-bnc-idrc.dspacedirect.org,0.0,http://idl-bnc-idrc.dspacedirect.org/oai/request,https://v2.sherpa.ac.uk/id/repository/1112,
1114,ca,http://www.uleth.ca/,dspace,3722.0,institutional,https://opus.uleth.ca/,,https://opus.uleth.ca/oai/request,https://v2.sherpa.ac.uk/id/repository/1114,
1115,za,http://www.dut.ac.za/,dspace,2831.0,institutional,http://ir.dut.ac.za/,,,https://v2.sherpa.ac.uk/id/repository/1115,
1119,it,http://www.units.it/,dspace,20540.0,institutional,http://www.openstarts.units.it/,6211.0,http://www.openstarts.units.it/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1119,
1120,it,http://www.unime.it/,eprints,336.0,institutional,http://cab.unime.it/mus/,,,https://v2.sherpa.ac.uk/id/repository/1120,
1122,us,http://www.si.edu/,dspace,26147.0,institutional,https://repository.si.edu/,0.0,https://repository.si.edu/oai,https://v2.sherpa.ac.uk/id/repository/1122,
1124,gb,http://www.aetransport.org,other,3635.0,institutional,https://aetransport.org/past-etc-papers,,,https://v2.sherpa.ac.uk/id/repository/1124,HTML
1125,gb,http://www.birmingham.ac.uk/index.aspx,eprints,957.0,institutional,http://eprints.bham.ac.uk/,,http://eprints.bham.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1125,
1126,gb,http://www.birmingham.ac.uk/index.aspx,eprints,2315.0,institutional,http://epapers.bham.ac.uk/,749.0,http://epapers.bham.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1126,
1127,it,https://www.iss.it,dspace,34255.0,institutional,https://publ.iss.it,0.0,,https://v2.sherpa.ac.uk/id/repository/1127,
1131,be,http://www.kuleuven.be/,dspace,544153.0,institutional,https://lirias.kuleuven.be,23457.0,https://lirias.kuleuven.be/oai/request,https://v2.sherpa.ac.uk/id/repository/1131,
1132,us,http://www.college.harvard.edu/,eprints,40.0,institutional,http://www.hcs.harvard.edu/thesis/repo/,0.0,http://www.hcs.harvard.edu/thesis/repo/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1132,
1140,us,https://www.brandeis.edu/,other,9831.0,institutional,https://scholarworks.brandeis.edu,,,https://v2.sherpa.ac.uk/id/repository/1140,Esploro
1141,de,https://www.bbaw.de/,opus,2595.0,institutional,https://edoc.bbaw.de,,https://edoc.bbaw.de/oai,https://v2.sherpa.ac.uk/id/repository/1141,
1142,tr,http://www.ankara.edu.tr/,dspace,31544.0,institutional,https://dspace.ankara.edu.tr/xmlui/,,,https://v2.sherpa.ac.uk/id/repository/1142,
1146,de,http://www.helmholtz-hzi.de/,dspace,3840.0,institutional,https://repository.helmholtz-hzi.de,2458.0,https://repository.helmholtz-hzi.de/oai/request,https://v2.sherpa.ac.uk/id/repository/1146,
1148,au,http://www.dsto.defence.gov.au/,dspace,4259.0,institutional,http://dspace.dsto.defence.gov.au/dspace/,,http://dspace.dsto.defence.gov.au/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1148,
1149,se,http://www.gu.se/,dspace,59128.0,institutional,https://gupea.ub.gu.se/,29282.0,http://gupea.ub.gu.se/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1149,
1150,us,http://www.jwu.edu/,other,3673.0,institutional,http://scholarsarchive.jwu.edu/,,,https://v2.sherpa.ac.uk/id/repository/1150,Digital Commons
1151,us,http://www.iwu.edu/,other,19234.0,institutional,http://digitalcommons.iwu.edu/,8701.0,http://digitalcommons.iwu.edu/do/oai/,https://v2.sherpa.ac.uk/id/repository/1151,Digital Commons
1152,us,http://www.calpoly.edu/,other,36631.0,institutional,http://digitalcommons.calpoly.edu/,34859.0,http://digitalcommons.calpoly.edu/do/oai/,https://v2.sherpa.ac.uk/id/repository/1152,Digital Commons
1153,us,http://www.fordham.edu/,other,3883.0,institutional,http://fordham.bepress.com/,,,https://v2.sherpa.ac.uk/id/repository/1153,Digital Commons
1154,ca,http://www.mcmaster.ca/,dspace,16785.0,institutional,https://macsphere.mcmaster.ca/,,,https://v2.sherpa.ac.uk/id/repository/1154,
1155,us,http://www.miami.muohio.edu/,dspace,975.0,institutional,http://sc.lib.muohio.edu/,,,https://v2.sherpa.ac.uk/id/repository/1155,
1156,gb,http://www.bolton.ac.uk/,eprints,2180.0,institutional,http://ubir.bolton.ac.uk/,0.0,http://sprite.bolton.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1156,
1157,us,http://www.universityofcalifornia.edu/,digital_commons,40.0,institutional,http://repository.ucop.edu/,,,https://v2.sherpa.ac.uk/id/repository/1157,
1160,us,http://www.msstate.edu/,other,4548.0,institutional,http://sun.library.msstate.edu/ETD-db/,0.0,http://sun.library.msstate.edu/ETD-db/NDLTD-OAI/oai.pl,https://v2.sherpa.ac.uk/id/repository/1160,ETD-db
1161,hu,http://www.uni-corvinus.hu/,eprints,406.0,institutional,http://edok.lib.uni-corvinus.hu/,344.0,http://edok.lib.uni-corvinus.hu/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1161,
1165,fr,https://www.sciencespo-lyon.fr/,,1693.0,institutional,http://doc.sciencespo-lyon.fr/Fonds/travaux.php,,,https://v2.sherpa.ac.uk/id/repository/1165,
1166,pt,http://www.uminho.pt/,dspace,615.0,institutional,http://e-repository.tecminho.uminho.pt/,0.0,http://e-repository.tecminho.uminho.pt/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1166,
1167,us,http://www.jhu.edu/,dspace,29047.0,institutional,http://jscholarship.library.jhu.edu/,195.0,http://oai.library.jhu.edu/oai-dspace/request,https://v2.sherpa.ac.uk/id/repository/1167,
1168,gr,http://www.ntua.gr/,dspace,52478.0,institutional,https://dspace.lib.ntua.gr/xmlui/,3876.0,https://dspace.lib.ntua.gr/oai/request,https://v2.sherpa.ac.uk/id/repository/1168,
1170,jp,http://www.kyutech.ac.jp/,weko,5007.0,institutional,https://kyutech.repo.nii.ac.jp/,,http://kyutech.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1170,
1176,gb,https://www.ed.ac.uk/,dspace,2281.0,institutional,https://datashare.ed.ac.uk/,0.0,https://datashare.ed.ac.uk/oai/request,https://v2.sherpa.ac.uk/id/repository/1176,
1177,gb,http://www.worcester.ac.uk/,eprints,6997.0,institutional,http://eprints.worc.ac.uk/,2052.0,http://eprints.worc.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1177,
1178,cn,http://www.xmu.edu.cn/,dspace,156359.0,institutional,https://dspace.xmu.edu.cn,,https://dspace.xmu.edu.cn/xmuir-oai/request,https://v2.sherpa.ac.uk/id/repository/1178,
1179,ie,http://www.maynoothuniversity.ie/,eprints,8514.0,institutional,http://eprints.nuim.ie/,,http://eprints.nuim.ie/perl/oai2,https://v2.sherpa.ac.uk/id/repository/1179,
1182,gb,http://www.lon.ac.uk/,eprints,16070.0,institutional,http://eprints.ioe.ac.uk/,2548.0,http://eprints.ioe.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1182,
1183,de,http://www.hs-hannover.de/start/index.html,opus,1058.0,institutional,https://serwiss.bib.hs-hannover.de/home,720.0,https://serwiss.bib.hs-hannover.de/oai,https://v2.sherpa.ac.uk/id/repository/1183,
1185,be,http://www.khlim.be/,other,1650.0,institutional,https://doks.khlim.be/do/folder/View?dispatch=info,0.0,https://doks.khlim.be/oai,https://v2.sherpa.ac.uk/id/repository/1185,DOKS
1191,us,http://www.iupui.edu/,dspace,8960.0,institutional,http://archives.iupui.edu/,0.0,http://archives.iupui.edu/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1191,
1194,my,http://www.ukm.my/portal/,eprints,351.0,institutional,http://eprints.ukm.my/,315.0,http://eprints.ukm.my/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1194,
1195,cz,http://www.vsb.cz/,dspace,95834.0,institutional,http://dspace.vsb.cz/,25810.0,http://dspace.vsb.cz/oai/request,https://v2.sherpa.ac.uk/id/repository/1195,
1196,bg,http://www.nbu.bg/,eprints,3104.0,institutional,http://eprints.nbu.bg/,1892.0,http://eprints.nbu.bg/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1196,
1197,ca,https://laurentian.ca,dspace,2648.0,institutional,https://zone.biblio.laurentian.ca,,https://zone.biblio.laurentian.ca/oai/request,https://v2.sherpa.ac.uk/id/repository/1197,
1198,tw,http://www.ntu.edu.tw/,dspace,86749.0,institutional,http://ntur.lib.ntu.edu.tw/,,http://ntur.lib.ntu.edu.tw/ir-oai/request,https://v2.sherpa.ac.uk/id/repository/1198,
1199,pt,http://www.iscte-iul.pt/,dspace,15347.0,institutional,https://repositorio.iscte-iul.pt/,0.0,http://repositorio-iul.iscte.pt/oaiextended/request,https://v2.sherpa.ac.uk/id/repository/1199,
1201,de,http://www.uni-muenchen.de/index.html,eprints,53248.0,institutional,http://mpra.ub.uni-muenchen.de/,51321.0,http://mpra.ub.uni-muenchen.de/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1201,
1202,dk,http://www.dtu.dk/,pure,171325.0,institutional,http://orbit.dtu.dk/,46320.0,http://orbit.dtu.dk/ws/oai,https://v2.sherpa.ac.uk/id/repository/1202,
1205,co,http://www.icesi.edu.co/,dspace,13572.0,institutional,https://bibliotecadigital.icesi.edu.co/biblioteca_digital/,2.0,https://bibliotecadigital.icesi.edu.co/biblioteca_digital-oai/request,https://v2.sherpa.ac.uk/id/repository/1205,
1206,pl,http://www.pwr.wroc.pl/,invenio,430.0,institutional,http://zet10.ipee.pwr.wroc.pl/,,http://zet10.ipee.pwr.wroc.pl/oai2d/,https://v2.sherpa.ac.uk/id/repository/1206,
1207,de,http://www.tu-berlin.de/,eprints,249.0,institutional,http://eprints.physik.tu-berlin.de/,0.0,http://eprints.physik.tu-berlin.de/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1207,
1209,it,http://www.aur.edu/,eprints,9.0,institutional,http://www.archive.aur.it/,,http://www.archive.aur.it/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1209,
1210,it,http://www.aur.edu/,eprints,2.0,institutional,http://www.student-archive.aur.it/,,http://www.student-archive.aur.it/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1210,
1211,mx,http://www.unam.mx/,dspace,12533.0,institutional,http://unibio.unam.mx/irekani/,,,https://v2.sherpa.ac.uk/id/repository/1211,
1212,jp,http://www.utsunomiya-u.ac.jp/,weko,6763.0,institutional,https://uuair.repo.nii.ac.jp,6598.0,http://uuair.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1212,
1213,it,http://www.fao.org/home/en/,other,39862.0,institutional,http://www.fao.org/documents/en/,0.0,,https://v2.sherpa.ac.uk/id/repository/1213,Micro-CDS/ISIS
1216,kr,http://www.kaist.ac.kr/index.php,dspace,204732.0,institutional,http://koasas.kaist.ac.kr/index.jsp,0.0,http://koasas.kaist.ac.kr/oai/request,https://v2.sherpa.ac.uk/id/repository/1216,
1217,jp,http://www.meiji.ac.jp/,dspace,16392.0,institutional,http://m-repo.lib.meiji.ac.jp/dspace/,8515.0,http://m-repo.lib.meiji.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1217,
1218,ca,http://www.uregina.ca/,dspace,2277.0,institutional,http://dspace.cc.uregina.ca/dspace/,,http://dspace.cc.uregina.ca/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1218,
1220,fr,http://www.inist.fr/,dspace,56245.0,institutional,http://irevues.inist.fr/,20185.0,http://documents.irevues.inist.fr/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1220,
1221,gb,http://www.kingston.ac.uk,eprints,36209.0,institutional,http://eprints.kingston.ac.uk/,4381.0,http://eprints.kingston.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1221,
1222,fi,http://www.jyu.fi/,dspace,47818.0,institutional,https://jyx.jyu.fi,,http://jyx.jyu.fi/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1222,
1223,at,http://hta.lbg.ac.at/page/homepage,eprints,1025.0,institutional,http://eprints.hta.lbg.ac.at/,782.0,http://eprints.hta.lbg.ac.at/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1223,
1224,my,http://www.um.edu.my/,eprints,14343.0,institutional,http://eprints.um.edu.my/,,http://eprints.um.edu.my/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1224,
1225,fr,http://www.ups-tlse.fr/,eprints,3636.0,institutional,http://thesesups.ups-tlse.fr/,,http://thesesups.ups-tlse.fr/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1225,
1226,gb,http://www.ntu.ac.uk/,eprints,42200.0,institutional,http://irep.ntu.ac.uk/,10724.0,http://irep.ntu.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1226,
1227,ec,http://www.utpl.edu.ec/,dspace,3051.0,institutional,http://repositorio.utpl.edu.ec/,0.0,http://repositorio.utpl.edu.ec/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1227,
1228,gb,http://www.qmu.ac.uk/,dspace,7721.0,institutional,http://eresearch.qmu.ac.uk/,1596.0,http://eresearch.qmu.ac.uk/oai,https://v2.sherpa.ac.uk/id/repository/1228,
1229,us,http://www.fsu.edu/,drupal,22603.0,institutional,http://diginole.lib.fsu.edu/,0.0,,https://v2.sherpa.ac.uk/id/repository/1229,
1230,us,https://www.cmich.edu,contentdm,28398.0,institutional,https://www.cmich.edu/library/Pages/Digital-Collections.aspx,,,https://v2.sherpa.ac.uk/id/repository/1230,
1231,au,https://www.unisa.edu.au,other,4583.0,institutional,https://find.library.unisa.edu.au/primo-explore/search?vid=ROR,0.0,https://api.unisa.edu.au/libraryoaiservices/oai_oclc,https://v2.sherpa.ac.uk/id/repository/1231,Ex Libris Primo
1234,us,https://wsu.edu,other,17668.0,institutional,https://rex.libraries.wsu.edu/esploro,0.0,,https://v2.sherpa.ac.uk/id/repository/1234,Esploro
1235,au,http://www.mq.edu.au/,vital,71180.0,institutional,http://www.researchonline.mq.edu.au/vital/access/manager/Index,0.0,http://www.researchonline.mq.edu.au/vital/oai/provider,https://v2.sherpa.ac.uk/id/repository/1235,
1236,nl,https://www.ru.nl/,dspace,206953.0,institutional,https://repository.ubn.ru.nl,47991.0,https://repository.ubn.ru.nl/oai/request,https://v2.sherpa.ac.uk/id/repository/1236,
1237,us,http://www.mst.edu/,digital_commons,1113.0,institutional,http://scholarsmine.mst.edu/,,,https://v2.sherpa.ac.uk/id/repository/1237,
1238,de,http://www.uni-duesseldorf.de/,,5189.0,institutional,http://docserv.uni-duesseldorf.de/,,http://docserv.uni-duesseldorf.de/servlets/OAIDataProvider,https://v2.sherpa.ac.uk/id/repository/1238,
1240,gb,http://www.iriss.org.uk/,drupal,5702.0,institutional,http://lx.iriss.org.uk/,0.0,,https://v2.sherpa.ac.uk/id/repository/1240,
1241,gb,http://www.uhi.ac.uk/en,pure,5797.0,institutional,https://pure.uhi.ac.uk,,https://pureadmin.uhi.ac.uk/ws/oai,https://v2.sherpa.ac.uk/id/repository/1241,
1243,fr,http://www.univ-toulouse.fr/,eprints,20480.0,institutional,http://oatao.univ-toulouse.fr/,17285.0,http://oatao.univ-toulouse.fr/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1243,
1244,co,http://www.iica.int/colombia,dspace,247.0,institutional,http://zeus.iica.ac.cr:8090/dspace/,,http://zeus.iica.ac.cr:8090/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1244,
1245,es,http://www.um.es/,dspace,36256.0,institutional,http://digitum.um.es/xmlui/,,,https://v2.sherpa.ac.uk/id/repository/1245,
1246,tr,http://www.sabanciuniv.edu/,eprints,27515.0,institutional,http://research.sabanciuniv.edu/,,http://research.sabanciuniv.edu/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1246,
1247,tr,http://www.atauni.edu.tr/,other,622.0,institutional,http://acikarsiv.atauni.edu.tr/,,,https://v2.sherpa.ac.uk/id/repository/1247,MiTOS
1248,ie,https://www.tudublin.ie,other,12225.0,institutional,https://arrow.tudublin.ie,,,https://v2.sherpa.ac.uk/id/repository/1248,Digital Commons
1249,ie,https://www.ul.ie/,,9254.0,institutional,https://researchrepository.ul.ie/,4807.0,https://api.figshare.com/v2/oai/request,https://v2.sherpa.ac.uk/id/repository/1249,Figshare
1250,in,https://www.imsc.res.in/,dspace,365.0,institutional,http://www.imsc.res.in/xmlui,,,https://v2.sherpa.ac.uk/id/repository/1250,
1251,gb,http://www.northampton.ac.uk/,eprints,10290.0,institutional,http://nectar.northampton.ac.uk/,2240.0,http://nectar.northampton.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1251,
1252,za,https://www.uj.ac.za/,dspace,14291.0,institutional,https://ujdigispace.uj.ac.za/,,https://ujdigispace.uj.ac.za/oai/request,https://v2.sherpa.ac.uk/id/repository/1252,
1253,it,https://www.unive.it,dspace,55972.0,institutional,http://arca.unive.it/,2719.0,https://arca.unive.it/oai/request,https://v2.sherpa.ac.uk/id/repository/1253,
1255,pt,http://www.ipb.pt/,dspace,15856.0,institutional,http://bibliotecadigital.ipb.pt/,,http://bibliotecadigital.ipb.pt/oaiextended/request,https://v2.sherpa.ac.uk/id/repository/1255,
1258,ch,http://www.msf.org,dspace,2429.0,institutional,http://fieldresearch.msf.org,,http://fieldresearch.msf.org/msf/oai/openaire,https://v2.sherpa.ac.uk/id/repository/1258,
1259,gb,http://www.nottingham.ac.uk/,dspace,240.0,institutional,https://rdmc.nottingham.ac.uk/handle/internal/79,,,https://v2.sherpa.ac.uk/id/repository/1259,
1261,it,http://www.unimi.it,dspace,258781.0,institutional,https://air.unimi.it,29673.0,,https://v2.sherpa.ac.uk/id/repository/1261,
1263,es,http://www.udg.edu/,dspace,4271.0,institutional,http://diobma.udg.edu/,,http://diobma.udg.edu/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1263,
1264,es,http://www.udg.edu/,dspace,15111.0,institutional,https://dugi-doc.udg.edu/,5533.0,https://dugi-doc.udg.edu/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1264,
1265,eg,http://www.bibalex.org/,,301647.0,institutional,http://dar.bibalex.org/webpages/dar.jsf,,,https://v2.sherpa.ac.uk/id/repository/1265,
1266,dk,http://www.aau.dk/,pure,144966.0,institutional,http://vbn.aau.dk/,21433.0,http://vbn.aau.dk/ws/OAIHandler,https://v2.sherpa.ac.uk/id/repository/1266,
1267,us,http://www.colostate.edu/,dspace,74363.0,institutional,https://mountainscholar.org/,0.0,https://mountainscholar.org/oai/,https://v2.sherpa.ac.uk/id/repository/1267,
1269,kg,http://www.auca.kg/,dspace,1046.0,institutional,http://elibrary.auca.kg:8080/dspace/,0.0,http://elibrary.auca.kg:8080/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1269,
1271,pt,http://www.uc.pt/,dspace,32138.0,institutional,https://estudogeral.sib.uc.pt,9429.0,https://estudogeral.sib.uc.pt/oai/rcaap,https://v2.sherpa.ac.uk/id/repository/1271,
1275,gb,http://www.gla.ac.uk/,eprints,18592.0,institutional,http://theses.gla.ac.uk/,16846.0,http://theses.gla.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1275,
1280,in,http://www.mkuniversity.org/,eprints,89.0,institutional,http://eprints.bicmku.in/,0.0,http://eprints.bicmku.in/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1280,
1281,ua,http://www.kname.edu.ua,eprints,39707.0,institutional,http://eprints.kname.edu.ua/,,http://eprints.kname.edu.ua/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1281,
1283,it,http://www.cnr.it/sitocnr/home.html,eprints,14049.0,institutional,http://eprints.bice.rm.cnr.it/,8411.0,http://eprints.bice.rm.cnr.it/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1283,
1285,sa,http://www.kfupm.edu.sa/,eprints,6221.0,institutional,http://eprints.kfupm.edu.sa/,4890.0,http://eprints.kfupm.edu.sa/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1285,
1286,gb,http://www.newi.ac.uk/,other,1.0,institutional,http://epubs.newi.ac.uk/,,,https://v2.sherpa.ac.uk/id/repository/1286,ePub
1288,gb,http://www2.warwick.ac.uk/,eprints,52187.0,institutional,http://wrap.warwick.ac.uk/,,http://wrap.warwick.ac.uk/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1288,
1289,id,http://www.gunadarma.ac.id/,eprints,1953.0,institutional,http://repository.gunadarma.ac.id/,,http://repository.gunadarma.ac.id/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1289,
1291,es,http://www.upct.es/,dspace,8942.0,institutional,http://repositorio.upct.es/,1195.0,http://repositorio.upct.es/oai/request,https://v2.sherpa.ac.uk/id/repository/1291,
