,full_query_x,manual_software_count_x,category_x,clickable_url,Unnamed: 0,system_metadata_id,organisation_country,organisation_url,repository_metadata_software_name,repository_metadata_metadata_record_count,repository_metadata_type,repository_metadata_url,manual_software_count_y,url_check,category_y,full_query_y,repository_metadata_full_text_record_count,repository_metadata_oai_url,system_metadata_uri,repository_metadata_software_name_other
481,,,,osaka-ohtani.repo.nii.ac.jp/,4074,7417,jp,https://www.osaka-ohtani.ac.jp,weko,409.0,institutional,https://osaka-ohtani.repo.nii.ac.jp/,,200,,,316.0,http://osaka-ohtani.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7417,
482,,,,osaka-shoin.repo.nii.ac.jp/,4072,7415,jp,https://www.osaka-shoin.ac.jp,weko,2070.0,institutional,https://osaka-shoin.repo.nii.ac.jp/,,ConnectionError,,,700.0,http://osaka-shoin.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7415,
483,https://osu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,osu.repo.nii.ac.jp,4073,7416,jp,https://www.osaka-sandai.ac.jp,weko,2222.0,institutional,https://osu.repo.nii.ac.jp,,200,,,2094.0,http://osu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7416,
484,,,,otani.repo.nii.ac.jp/,4066,7406,jp,http://www.otani.ac.jp,weko,9715.0,institutional,https://otani.repo.nii.ac.jp/,,200,,,7502.0,http://otani.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7406,
485,,,,otemae.repo.nii.ac.jp/,4734,9817,jp,https://www.otemae.ac.jp/,weko,,institutional,https://otemae.repo.nii.ac.jp/,,200,,,,http://otemae.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9817,
486,,,,otsuma.repo.nii.ac.jp/,4732,9815,jp,https://www.otsuma.ac.jp/,weko,,institutional,https://otsuma.repo.nii.ac.jp/,,200,,,,http://otsuma.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9815,
487,,,,ouc.repo.nii.ac.jp/,4071,7413,jp,https://ouc.daishodai.ac.jp,weko,963.0,institutional,https://ouc.repo.nii.ac.jp/,,200,,,520.0,http://ouc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7413,
488,,,,ouj.repo.nii.ac.jp/,3902,6506,jp,https://www.ouj.ac.jp,weko,5666.0,institutional,https://ouj.repo.nii.ac.jp/,,200,,,4858.0,http://ouj.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6506,
489,,,,ous.repo.nii.ac.jp/,4736,9820,jp,https://www.ous.ac.jp/en/,weko,,institutional,https://ous.repo.nii.ac.jp/,,200,,,,http://ous.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9820,
490,,,,phoenix.repo.nii.ac.jp/,2408,3422,jp,http://www.phoenix.ac.jp/,weko,1389.0,institutional,https://phoenix.repo.nii.ac.jp/,,200,,,718.0,http://phoenix.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3422,
491,,,,rakuno.repo.nii.ac.jp/,3348,4505,jp,http://www.rakuno.ac.jp/,weko,,institutional,https://rakuno.repo.nii.ac.jp/,,200,,,,http://rakuno.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4505,
492,,,,rcakita.repo.nii.ac.jp/,4268,8307,jp,https://www.rcakita.ac.jp,weko,454.0,institutional,https://rcakita.repo.nii.ac.jp/,,ConnectionError,,,410.0,http://rcakita.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8307,
493,,,,rctoyota.repo.nii.ac.jp/,4028,7060,jp,https://www.rctoyota.ac.jp/,weko,303.0,institutional,https://rctoyota.repo.nii.ac.jp/,,200,,,213.0,http://rctoyota.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7060,
494,https://redcross.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,redcross.repo.nii.ac.jp,4266,8305,jp,http://www.jrc.or.jp,weko,16412.0,institutional,https://redcross.repo.nii.ac.jp,,200,,,12835.0,https://redcross.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8305,
495,,,,reitaku.repo.nii.ac.jp/,4044,7122,jp,https://www.reitaku-u.ac.jp,weko,1200.0,institutional,https://reitaku.repo.nii.ac.jp/,,200,,,951.0,http://reitaku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7122,
496,,,,rekihaku.repo.nii.ac.jp/,2750,3804,jp,http://www.rekihaku.ac.jp/,weko,,institutional,https://rekihaku.repo.nii.ac.jp/,,200,,,,http://rekihaku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3804,
497,https://repo-tkfd.jp,,Does not contain software,repo-tkfd.jp,3435,4636,jp,https://www.tkfd.or.jp/en/,weko,,institutional,https://repo-tkfd.jp,,200,,,,http://repo-tkfd.jp/oai,https://v2.sherpa.ac.uk/id/repository/4636,
498,https://repo-tkfd.jp,,Does not contain software,repo-tkfd.jp,3435,4636,jp,https://www.tkfd.or.jp/en/,weko,,institutional,https://repo-tkfd.jp,,200,,,,http://repo-tkfd.jp/oai,https://v2.sherpa.ac.uk/id/repository/4636,
499,,,,repo-tkfd.jp/,3485,4702,jp,https://www.tkfd.or.jp/en/,weko,,institutional,https://repo-tkfd.jp/,,200,,,,https://repo-tkfd.jp/oai/,https://v2.sherpa.ac.uk/id/repository/4702,
500,,,,repo.lib.tokushima-u.ac.jp/en,1227,1946,jp,http://www.tokushima-u.ac.jp/,earmas,15810.0,institutional,https://repo.lib.tokushima-u.ac.jp/en,,200,,,,http://repo.lib.tokushima-u.ac.jp/api/oai/request,https://v2.sherpa.ac.uk/id/repository/1946,
501,,,,repo.lib.tut.ac.jp/,3857,6425,jp,https://www.tut.ac.jp,weko,2155.0,institutional,https://repo.lib.tut.ac.jp/,,200,,,195.0,http://repo.lib.tut.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6425,
502,,,,repo.qst.go.jp/,4129,7579,jp,https://www.nirs.qst.go.jp/ENG/index.html,weko,82808.0,institutional,https://repo.qst.go.jp/,,200,,,291.0,http://repo.qst.go.jp/oai,https://v2.sherpa.ac.uk/id/repository/7579,
503,,,,repository.naro.go.jp/,3287,4436,jp,http://www.naro.affrc.go.jp/english/index.html,weko,,institutional,https://repository.naro.go.jp/,,200,,,,http://repository.naro.go.jp/oai,https://v2.sherpa.ac.uk/id/repository/4436,
504,,,,repository.nii.ac.jp/,4807,9905,jp,https://www.nii.ac.jp/en/,weko,,institutional,https://repository.nii.ac.jp/,,200,,,,http://repository.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9905,
505,,,,repository.ninjal.ac.jp/,4741,9830,jp,https://www.ninjal.ac.jp/,weko,,institutional,https://repository.ninjal.ac.jp/,,200,,,,http://repository.ninjal.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9830,
506,,,,repository.tku.ac.jp/dspace/index.jsp?locale=en,4712,9789,jp,https://www.tku.ac.jp/,dspace,,institutional,https://repository.tku.ac.jp/dspace/index.jsp?locale=en,,200,,,,http://repository.tku.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9789,
507,,,,rku.repo.nii.ac.jp/,4011,6857,jp,https://www.rku.ac.jp/global/en/,weko,7184.0,institutional,https://rku.repo.nii.ac.jp/,,200,,,5048.0,http://rku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6857,
508,,,,rose-ibadai.repo.nii.ac.jp/,615,1090,jp,http://www.ibaraki.ac.jp/index.html,weko,9067.0,institutional,https://rose-ibadai.repo.nii.ac.jp/,,ConnectionError,,,,https://rose-ibadai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1090,
509,,,,ryotokuji-u.repo.nii.ac.jp/,2723,3775,jp,http://www.ryotokuji-u.ac.jp/,weko,66.0,institutional,https://ryotokuji-u.repo.nii.ac.jp/,,200,,,0.0,http://ryotokuji-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3775,
510,https://ryujo.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,ryujo.repo.nii.ac.jp,4142,7597,jp,,weko,457.0,institutional,https://ryujo.repo.nii.ac.jp,,200,,,402.0,http://ryujo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7597,
511,,,,s-bunkyo.repo.nii.ac.jp/,4804,9902,jp,https://www.s-bunkyo.ac.jp/,weko,,institutional,https://s-bunkyo.repo.nii.ac.jp/,,200,,,,http://s-bunkyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9902,
512,,,,saigaku.repo.nii.ac.jp/,3999,6805,jp,http://www.saigaku.ac.jp/,weko,1357.0,institutional,https://saigaku.repo.nii.ac.jp/,,200,,,1025.0,http://saigaku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6805,
513,,,,saijo.repo.nii.ac.jp/,4003,6809,jp,http://www.saijo.ac.jp/,weko,549.0,institutional,https://saijo.repo.nii.ac.jp/,,200,,,407.0,http://saijo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6809,
514,,,,saitama-med.repo.nii.ac.jp/,2721,3773,jp,http://www.saitama-med.ac.jp/,weko,646.0,institutional,https://saitama-med.repo.nii.ac.jp/,,200,,,466.0,http://saitama-med.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3773,
515,https://saitamatoho.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,saitamatoho.repo.nii.ac.jp,3998,6804,jp,http://www.saitamatoho.jp,weko,277.0,institutional,https://saitamatoho.repo.nii.ac.jp,,200,,,111.0,http://saitamatoho.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6804,
516,,,,saku.repo.nii.ac.jp/,3997,6803,jp,https://www.saku.ac.jp/,weko,269.0,institutional,https://saku.repo.nii.ac.jp/,,200,,,220.0,http://saku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6803,
517,,,,sakuranoseibo.repo.nii.ac.jp/,3996,6802,jp,https://www.sakuranoseibo.jp,weko,183.0,institutional,https://sakuranoseibo.repo.nii.ac.jp/,,200,,,6.0,http://sakuranoseibo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6802,
518,,,,sakushin-u.repo.nii.ac.jp/,3995,6801,jp,https://www.sakushin-u.ac.jp,weko,1234.0,institutional,https://sakushin-u.repo.nii.ac.jp/,,200,,,878.0,http://sakushin-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6801,
519,,,,sanotan.repo.nii.ac.jp/,3993,6798,jp,http://sanotan.jp,weko,141.0,institutional,https://sanotan.repo.nii.ac.jp/,,200,,,116.0,http://sanotan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6798,
520,,,,sapmed.repo.nii.ac.jp/,1342,2088,jp,http://web.sapmed.ac.jp/,weko,6460.0,institutional,https://sapmed.repo.nii.ac.jp/,,200,,,0.0,http://sapmed.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/2088,
521,,,,sapporo-u.repo.nii.ac.jp/,3991,6794,jp,https://www.sapporo-u.ac.jp/,weko,7772.0,institutional,https://sapporo-u.repo.nii.ac.jp/,,200,,,7582.0,http://sapporo-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6794,
522,,,,sasebo.repo.nii.ac.jp/,4127,7577,jp,http://accreditation.org/university/jp/national-institute-technology-sasebo-college,weko,883.0,institutional,https://sasebo.repo.nii.ac.jp/,,200,,,154.0,http://sasebo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7577,
523,,,,scu.repo.nii.ac.jp/,3992,6796,jp,https://www.scu.ac.jp,weko,186.0,institutional,https://scu.repo.nii.ac.jp/,,200,,,145.0,http://scu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6796,
524,,,,seijo.repo.nii.ac.jp/,3976,6739,jp,https://www.seijo.ac.jp/en,weko,5743.0,institutional,https://seijo.repo.nii.ac.jp/,,200,,,4292.0,http://seijo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6739,
525,,,,seinan-jo.repo.nii.ac.jp/,3973,6736,jp,http://seinan-jo.com,weko,319.0,institutional,https://seinan-jo.repo.nii.ac.jp/,,200,,,293.0,http://seinan-jo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6736,
526,,,,seirei-univ.repo.nii.ac.jp/,3972,6735,jp,https://www.seirei.ac.jp,weko,1392.0,institutional,https://seirei-univ.repo.nii.ac.jp/,,200,,,1192.0,http://seirei-univ.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6735,
527,,,,seisa.repo.nii.ac.jp/,4009,6849,jp,https://www.hosei.ac.jp,weko,175.0,institutional,https://seisa.repo.nii.ac.jp/,,200,,,102.0,http://seisa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6849,
528,https://seisen-jc.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,seisen-jc.repo.nii.ac.jp,3971,6734,jp,https://www.seisen-jc.ac.jp/english/,weko,518.0,institutional,https://seisen-jc.repo.nii.ac.jp,,200,,,440.0,http://seisen-jc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6734,
529,,,,seisen-u.repo.nii.ac.jp/,2368,3382,jp,http://www.seisen.ac.jp/,weko,970.0,institutional,https://seisen-u.repo.nii.ac.jp/,,ConnectionError,,,776.0,http://seisen-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3382,
530,,,,seisen.repo.nii.ac.jp/,2210,3206,jp,http://www.seisen-u.ac.jp/index.php,weko,531.0,institutional,https://seisen.repo.nii.ac.jp/,,200,,,,http://seisen.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3206,
531,,,,seitoku.repo.nii.ac.jp/,3970,6733,jp,http://www.seitoku.jp/univ/,weko,1255.0,institutional,https://seitoku.repo.nii.ac.jp/,,200,,,176.0,http://seitoku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6733,
532,,,,sendai-u.repo.nii.ac.jp/,3963,6719,jp,https://www.sendaidaigaku.jp/,weko,1360.0,institutional,https://sendai-u.repo.nii.ac.jp/,,200,,,1286.0,http://sendai-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6719,
533,,,,sentankyo.repo.nii.ac.jp/,4803,9901,jp,https://www.mpd.ac.jp/,weko,,institutional,https://sentankyo.repo.nii.ac.jp/,,200,,,,http://sentankyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9901,
534,,,,senzoku.repo.nii.ac.jp/,3961,6717,jp,https://www.senzoku.jp,weko,801.0,institutional,https://senzoku.repo.nii.ac.jp/,,200,,,93.0,http://senzoku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6717,
535,,,,serve.repo.nii.ac.jp/,3977,6740,jp,https://www.seigakuin.jp,weko,3370.0,institutional,https://serve.repo.nii.ac.jp/,,200,,,1096.0,http://serve.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6740,
536,,,,setsunan.repo.nii.ac.jp/,4730,9812,jp,https://www.setsunan.ac.jp/,weko,,institutional,https://setsunan.repo.nii.ac.jp/,,200,,,,https://setsunan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9812,
537,,,,sgul.repo.nii.ac.jp/,1228,1947,jp,http://www.sgu.ac.jp/,weko,2533.0,institutional,https://sgul.repo.nii.ac.jp/,,200,,,2321.0,http://sgul.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1947,
538,,,,shibaura.repo.nii.ac.jp/,3958,6708,jp,https://www.shibaura-it.ac.jp,weko,164.0,institutional,https://shibaura.repo.nii.ac.jp/,,200,,,122.0,http://shibaura.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6708,
539,,,,shiga-med.repo.nii.ac.jp/,1203,1920,jp,http://www.shiga-med.ac.jp/,weko,3046.0,institutional,https://shiga-med.repo.nii.ac.jp/,,200,,,0.0,http://shiga-med.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1920,
540,,,,shiga-u.repo.nii.ac.jp/,1204,1921,jp,http://www.shiga-u.ac.jp/,weko,12875.0,institutional,https://shiga-u.repo.nii.ac.jp/,,200,,,,http://shiga-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1921,
541,https://shigakukan.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,shigakukan.repo.nii.ac.jp,3956,6704,jp,http://www.shigakukan.ac.jp/english.html,weko,757.0,institutional,https://shigakukan.repo.nii.ac.jp,,200,,,,http://shigakukan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6704,
542,,,,shigatan.repo.nii.ac.jp/,3957,6706,jp,https://www.sumire.ac.jp/tandai,weko,143.0,institutional,https://shigatan.repo.nii.ac.jp/,,200,,,88.0,http://shigatan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6706,
543,,,,shijonawate-gakuen.repo.nii.ac.jp/,3955,6703,jp,https://www.shijonawate-gakuen.ac.jp/,weko,729.0,institutional,https://shijonawate-gakuen.repo.nii.ac.jp/,,200,,,412.0,http://shijonawate-gakuen.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6703,
544,,,,shiraume.repo.nii.ac.jp/,3952,6700,jp,http://daigaku.shiraume.ac.jp/,weko,2368.0,institutional,https://shiraume.repo.nii.ac.jp/,,200,,,2011.0,http://shiraume.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6700,
545,https://shirayuri-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,shirayuri-u.repo.nii.ac.jp,3112,4227,jp,http://www.shirayuri.ac.jp/index.html,weko,,institutional,https://shirayuri-u.repo.nii.ac.jp,,200,,,,http://shirayuri-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4227,
546,,,,shitennojiuniversity.repo.nii.ac.jp/,3951,6698,jp,http://www.shitennoji.ac.jp/ibu/,weko,250.0,institutional,https://shitennojiuniversity.repo.nii.ac.jp/,,200,,,221.0,http://shitennojiuniversity.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6698,
547,https://shizusan.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,shizusan.repo.nii.ac.jp,3949,6696,jp,https://www.ssu.ac.jp/news/news_detail463.html,weko,1748.0,institutional,https://shizusan.repo.nii.ac.jp,,200,,,1420.0,http://shizusan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6696,
548,,,,shk.repo.nii.ac.jp/,2716,3768,jp,http://www.shk-ac.jp/,weko,72.0,institutional,https://shk.repo.nii.ac.jp/,,200,,,66.0,http://shk.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3768,
549,,,,shobi-u.repo.nii.ac.jp/,3947,6694,jp,https://www.shobi-u.ac.jp/,weko,719.0,institutional,https://shobi-u.repo.nii.ac.jp/,,200,,,415.0,http://shobi-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6694,
550,https://shohoku.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,shohoku.repo.nii.ac.jp,3946,6693,jp,https://www.shohoku.ac.jp,weko,932.0,institutional,https://shohoku.repo.nii.ac.jp,,200,,,200.0,http://shohoku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6693,
551,,,,shoin.repo.nii.ac.jp/,1976,2917,jp,http://www.shoin.ac.jp/,weko,1690.0,institutional,https://shoin.repo.nii.ac.jp/,,ConnectionError,,,430.0,http://shoin.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/2917,
552,,,,shokei.repo.nii.ac.jp/,3165,4287,jp,http://www.shokei.jp/,weko,525.0,institutional,https://shokei.repo.nii.ac.jp/,,200,,,518.0,http://shokei.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4287,
553,,,,shonan-it.repo.nii.ac.jp/,3945,6690,jp,https://www.shonan-it.ac.jp,weko,664.0,institutional,https://shonan-it.repo.nii.ac.jp/,,200,,,79.0,http://shonan-it.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6690,
554,,,,shonan-ums.repo.nii.ac.jp/,4729,9808,jp,https://sums.ac.jp/,weko,,institutional,https://shonan-ums.repo.nii.ac.jp/,,200,,,,http://shonan-ums.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9808,
555,https://shotoku.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,shotoku.repo.nii.ac.jp,4323,8642,jp,http://www.shotoku.ac.jp/en/,weko,2383.0,institutional,https://shotoku.repo.nii.ac.jp,,200,,,2150.0,http://shotoku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8642,
556,https://showa.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,showa.repo.nii.ac.jp,3943,6688,jp,http://www.showa-u.ac.jp/en/index.html,weko,3697.0,institutional,https://showa.repo.nii.ac.jp,,200,,,1690.0,http://showa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6688,
557,,,,shoyaku.repo.nii.ac.jp/,3944,6689,jp,https://www.shoyaku.ac.jp/en/,weko,109.0,institutional,https://shoyaku.repo.nii.ac.jp/,,200,,,82.0,http://shoyaku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6689,
558,,,,shukutoku.repo.nii.ac.jp/,3941,6686,jp,https://www.shukutoku.ac.jp,weko,1945.0,institutional,https://shukutoku.repo.nii.ac.jp/,,200,,,1101.0,http://shukutoku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6686,
559,,,,sist.repo.nii.ac.jp/,3950,6697,jp,https://www.sist.ac.jp,weko,272.0,institutional,https://sist.repo.nii.ac.jp/,,200,,,245.0,http://sist.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6697,
560,https://sit.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,sit.repo.nii.ac.jp,2225,3221,jp,http://www.sit.ac.jp/,weko,327.0,institutional,https://sit.repo.nii.ac.jp,,200,,,251.0,http://sit.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3221,
561,,,,soai.repo.nii.ac.jp/,4007,6832,jp,https://www.soai.ac.jp,weko,1364.0,institutional,https://soai.repo.nii.ac.jp/,,200,,,11.0,http://soai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6832,
562,,,,soar-ir.repo.nii.ac.jp/,541,986,jp,http://www.shinshu-u.ac.jp/,weko,20798.0,institutional,https://soar-ir.repo.nii.ac.jp/,,200,,,17258.0,http://soar-ir.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/986,
563,,,,soka.repo.nii.ac.jp/,3937,6658,jp,https://www.soka.ac.jp/en,dspace,40611.0,institutional,https://soka.repo.nii.ac.jp/,,ConnectionError,,,1335.0,http://soka.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6658,
564,,,,spu.repo.nii.ac.jp/,3188,4315,jp,https://www.spu.ac.jp/,weko,,institutional,https://spu.repo.nii.ac.jp/,,ConnectionError,,,,http://spu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4315,
565,,,,st.agnes.repo.nii.ac.jp/,4309,8598,jp,,weko,2466.0,institutional,https://st.agnes.repo.nii.ac.jp/,,200,,,807.0,http://st.agnes.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8598,
566,,,,stars.repo.nii.ac.jp/,4748,9837,jp,https://www.andrew.ac.jp/,weko,,institutional,https://stars.repo.nii.ac.jp/,,200,,,,http://stars.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9837,
567,,,,stella.repo.nii.ac.jp/,4293,8566,jp,https://www.hoshi.ac.jp/site/index.php,weko,560.0,institutional,https://stella.repo.nii.ac.jp/,,200,,,525.0,http://stella.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8566,
568,,,,suac.repo.nii.ac.jp/,3948,6695,jp,https://www.suac.ac.jp,weko,1650.0,institutional,https://suac.repo.nii.ac.jp/,,200,,,1099.0,http://suac.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6695,
569,,,,sucra.repo.nii.ac.jp/,588,1053,jp,http://www.saitama-u.ac.jp/,weko,8549.0,institutional,https://sucra.repo.nii.ac.jp/,,200,,,,http://sucra.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1053,
570,https://sums.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,sums.repo.nii.ac.jp,2715,3767,jp,http://www.suzuka-u.ac.jp/index.shtml,weko,53.0,institutional,https://sums.repo.nii.ac.jp,,200,,,38.0,http://sums.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3767,
571,,,,surugadai.repo.nii.ac.jp/,2300,3309,jp,http://www.surugadai.ac.jp/,weko,2304.0,institutional,https://surugadai.repo.nii.ac.jp/,,200,,,463.0,http://surugadai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3309,
