,full_query_x,manual_software_count_x,category_x,clickable_url,Unnamed: 0,system_metadata_id,organisation_country,organisation_url,repository_metadata_software_name,repository_metadata_metadata_record_count,repository_metadata_type,repository_metadata_url,manual_software_count_y,url_check,category_y,full_query_y,repository_metadata_full_text_record_count,repository_metadata_oai_url,system_metadata_uri,repository_metadata_software_name_other
145,,,,repository.kulib.kyoto-u.ac.jp/dspace/?locale=en,491,916,jp,http://www.kyoto-u.ac.jp/,dspace,218454.0,institutional,http://repository.kulib.kyoto-u.ac.jp/dspace/?locale=en,,200,,,143533.0,http://repository.kulib.kyoto-u.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/916,
146,,,,repository.kyusan-u.ac.jp/dspace/index.jsp?locale=en,2253,3252,jp,http://www.kyusan-u.ac.jp/,dspace,7106.0,institutional,http://repository.kyusan-u.ac.jp/dspace/index.jsp?locale=en,,200,,,,http://repository.kyusan-u.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/3252,
147,,,,repository.lib.gifu-u.ac.jp/?lang=en,589,1054,jp,http://www.gifu-u.ac.jp/,nalis r,10973.0,institutional,http://repository.lib.gifu-u.ac.jp/?lang=en,,200,,,0.0,http://repository.lib.gifu-u.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1054,NALIS-R(DSpace)
148,,,,repository.lib.kit.ac.jp/repo/repository/10212/,597,1062,jp,http://www.kit.ac.jp/,e cats,701.0,institutional,http://repository.lib.kit.ac.jp/repo/repository/10212/,,200,,,0.0,http://repository.lib.kit.ac.jp/repo/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/1062,E-CatsLibrary
149,,,,repository.musashi.ac.jp/dspace/index.jsp?locale=en,2318,3329,jp,http://www.musashi.ac.jp/english/index.html,dspace,1637.0,institutional,http://repository.musashi.ac.jp/dspace/index.jsp?locale=en,,200,,,,,https://v2.sherpa.ac.uk/id/repository/3329,
150,,,,repository.nabunken.go.jp/dspace/index.jsp?locale=en,1257,1981,jp,http://www.nabunken.go.jp/,dspace,7079.0,institutional,http://repository.nabunken.go.jp/dspace/index.jsp?locale=en,,200,,,222.0,http://repository.nabunken.go.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1981,
151,,,,repository.nihon-u.ac.jp/xmlui/,4739,9825,jp,https://www.nihon-u.ac.jp/,dspace,,institutional,http://repository.nihon-u.ac.jp/xmlui/,,200,,,,http://dspace.cin.nihon-u.ac.jp/oai/request,https://v2.sherpa.ac.uk/id/repository/9825,
152,,,,repository.ris.ac.jp/dspace/index.jsp?locale=en,4018,6884,jp,http://www.ris.ac.jp/en/,dspace,5829.0,institutional,http://repository.ris.ac.jp/dspace/index.jsp?locale=en,,ConnectionError,,,546.0,http://repository.ris.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/6884,
153,,,,repository.seikei.ac.jp/,2361,3375,jp,http://www.seikei.ac.jp/university/,dspace,1137.0,institutional,http://repository.seikei.ac.jp/,,200,,,2.0,http://repository.seikei.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/3375,
154,,,,repository.seinan-gu.ac.jp,3974,6737,jp,http://www.seinan-gu.ac.jp/eng/,dspace,,institutional,http://repository.seinan-gu.ac.jp,,200,,,,http://repository.seinan-gu.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/6737,
155,,,,repository.tokaigakuen-u.ac.jp/dspace,3880,6453,jp,https://www.tokaigakuen-u.ac.jp,dspace,1132.0,institutional,http://repository.tokaigakuen-u.ac.jp/dspace,,200,,,14.0,http://repository.tokaigakuen-u.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/6453,
156,,,,repository.tufs.ac.jp/doc/index_e.html,555,1007,jp,http://www.tufs.ac.jp/,dspace,7477.0,institutional,http://repository.tufs.ac.jp/doc/index_e.html,,200,,,2277.0,http://repository.tufs.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1007,
157,,,,rp-kumakendai.pu-kumamoto.ac.jp/dspace/?locale=en,4731,9814,jp,https://www.pu-kumamoto.ac.jp/,dspace,,institutional,http://rp-kumakendai.pu-kumamoto.ac.jp/dspace/?locale=en,,200,,,,http://rp-kumakendai.pu-kumamoto.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9814,
158,http://ryuka.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,ryuka.repo.nii.ac.jp,3799,6135,jp,https://www.umds.ac.jp,weko,1441.0,institutional,http://ryuka.repo.nii.ac.jp,,200,,,75.0,http://ryuka.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6135,
159,,,,trail.tsuru.ac.jp/dspace/,4708,9784,jp,https://www.tsuru.ac.jp/,dspace,,institutional,http://trail.tsuru.ac.jp/dspace/,,200,,,,http://trail.tsuru.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9784,
160,http://urawa.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,urawa.repo.nii.ac.jp,3778,6059,jp,http://www.urawa.ac.jp/,weko,291.0,institutional,http://urawa.repo.nii.ac.jp,,200,,,236.0,http://urawa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6059,
161,,,,usprepo.office.usp.ac.jp/?locale=en,4721,9799,jp,https://www.usp.ac.jp/english/,dspace,,institutional,http://usprepo.office.usp.ac.jp/?locale=en,,200,,,,http://usprepo.office.usp.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9799,
162,,,,www.lib.fukushima-u.ac.jp/repo/repository/fukuro/,1187,1898,jp,http://www.fukushima-u.ac.jp/,e repository,4344.0,institutional,http://www.lib.fukushima-u.ac.jp/repo/repository/fukuro/,,200,,,0.0,http://www.lib.fukushima-u.ac.jp/repo/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/1898,E-Repository
163,,,,ypir.lib.yamaguchi-u.ac.jp/fu/,4742,9831,jp,https://www.fish-u.ac.jp/e-index.html,earmas,,institutional,http://ypir.lib.yamaguchi-u.ac.jp/fu/,,200,,,,http://ypir.lib.yamaguchi-u.ac.jp/fu/oai/Request,https://v2.sherpa.ac.uk/id/repository/9831,
164,,,,ypir.lib.yamaguchi-u.ac.jp/uf/,4707,9783,jp,https://www.frontier-u.jp/,earmas,,institutional,http://ypir.lib.yamaguchi-u.ac.jp/uf/,,200,,,,http://ypir.lib.yamaguchi-u.ac.jp/uf/oai/Request,https://v2.sherpa.ac.uk/id/repository/9783,
165,,,,ypir.lib.yamaguchi-u.ac.jp/yg/,4703,9778,jp,https://www.yamaguchi-u.ac.jp/,earmas,,institutional,http://ypir.lib.yamaguchi-u.ac.jp/yg/,,200,,,,http://ypir.lib.yamaguchi-u.ac.jp/yg/oai/Request,https://v2.sherpa.ac.uk/id/repository/9778,
166,,,,ypir.lib.yamaguchi-u.ac.jp/yp/,4702,9777,jp,https://www.yamaguchi-pu.ac.jp/,earmas,,institutional,http://ypir.lib.yamaguchi-u.ac.jp/yp/,,200,,,,http://ypir.lib.yamaguchi-u.ac.jp/yp/oai/Request,https://v2.sherpa.ac.uk/id/repository/9777,
167,,,,acguacjc.repo.nii.ac.jp/,4801,9898,jp,http://intra.aomoricgu.ac.jp/english/,weko,,institutional,https://acguacjc.repo.nii.ac.jp/,,200,,,,http://acguacjc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9898,
168,,,,agi.repo.nii.ac.jp/,2553,3589,jp,http://www.agi.or.jp/,weko,110.0,institutional,https://agi.repo.nii.ac.jp/,,200,,,,http://agi.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3589,
169,,,,ai-arts.repo.nii.ac.jp/,4792,9886,jp,https://www.aichi-fam-u.ac.jp/english/,weko,,institutional,https://ai-arts.repo.nii.ac.jp/,,200,,,,http://ai-arts.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9886,
170,,,,aichi-pu.repo.nii.ac.jp/,4796,9890,jp,https://www.aichi-pu.ac.jp/eng/,weko,,institutional,https://aichi-pu.repo.nii.ac.jp/,,200,,,,http://aichi-pu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9890,
171,,,,aichi-toho.repo.nii.ac.jp/,4794,9888,jp,https://www.aichi-toho.ac.jp/,weko,,institutional,https://aichi-toho.repo.nii.ac.jp/,,200,,,,http://aichi-toho.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9888,
172,,,,aichiu.repo.nii.ac.jp/,4793,9887,jp,https://www.aichi-u.ac.jp/english,weko,,institutional,https://aichiu.repo.nii.ac.jp/,,200,,,,http://aichiu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9887,
173,,,,aikoku-u.repo.nii.ac.jp/,4791,9885,jp,https://www.aikoku-u.ac.jp/jp,weko,,institutional,https://aikoku-u.repo.nii.ac.jp/,,200,,,,http://aikoku-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9885,
174,https://aino.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,aino.repo.nii.ac.jp,4808,9906,jp,http://univ.aino.ac.jp/english/,weko,,institutional,https://aino.repo.nii.ac.jp,,200,,,,http://aino.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9906,
175,,,,air.repo.nii.ac.jp/,967,1602,jp,http://www.akita-u.ac.jp/honbu/,weko,5276.0,institutional,https://air.repo.nii.ac.jp/,,200,,,43.0,http://air.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1602,
176,https://akibi.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,akibi.repo.nii.ac.jp,3338,4494,jp,http://www.akibi.ac.jp/index.html,weko,,institutional,https://akibi.repo.nii.ac.jp,,200,,,,http://akibi.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4494,
177,,,,akita-pu.repo.nii.ac.jp/,2217,3213,jp,http://www.akita-pu.ac.jp/index.htm,weko,542.0,institutional,https://akita-pu.repo.nii.ac.jp/,,200,,,,http://akita-pu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3213,
178,,,,akita.repo.nii.ac.jp/,2899,3970,jp,https://akira.repo.nii.ac.jp/,weko,,institutional,https://akita.repo.nii.ac.jp/,,200,,,,http://akita.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3970,
179,,,,asahi-u.repo.nii.ac.jp/,4467,9314,jp,http://asahibekka-english.mystrikingly.com/,weko,11494.0,institutional,https://asahi-u.repo.nii.ac.jp/,,200,,,132.0,http://asahi-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9314,
180,,,,ashitech.repo.nii.ac.jp/,4465,9312,jp,http://www.ashitech.ac.jp,weko,149.0,institutional,https://ashitech.repo.nii.ac.jp/,,200,,,100.0,http://ashitech.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9312,
181,https://asia-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,asia-u.repo.nii.ac.jp,4789,9883,jp,https://www.asia-u.ac.jp/,weko,,institutional,https://asia-u.repo.nii.ac.jp,,200,,,,http://asia-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9883,
182,https://asia-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,asia-u.repo.nii.ac.jp,4789,9883,jp,https://www.asia-u.ac.jp/,weko,,institutional,https://asia-u.repo.nii.ac.jp,,200,,,,http://asia-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9883,
183,,,,aska-r.repo.nii.ac.jp/,4795,9889,jp,https://www.aasa.ac.jp/english/,weko,,institutional,https://aska-r.repo.nii.ac.jp/,,200,,,,http://aska-r.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9889,
184,,,,atomi.repo.nii.ac.jp/,4464,9292,jp,http://www.atomi.ac.jp,weko,3663.0,institutional,https://atomi.repo.nii.ac.jp/,,200,,,3247.0,https://atomi.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9292,
185,,,,aue.repo.nii.ac.jp/,1197,1914,jp,http://www.aichi-edu.ac.jp/,weko,8100.0,institutional,https://aue.repo.nii.ac.jp/,,200,,,53.0,http://aue.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1914,
186,https://auhw.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,auhw.repo.nii.ac.jp,4790,9884,jp,http://www.auhw.ac.jp/,weko,,institutional,https://auhw.repo.nii.ac.jp,,200,,,,http://auhw.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9884,
187,,,,aulib.repo.nii.ac.jp/,4466,9313,jp,https://www.asahikawa-u.ac.jp/,weko,946.0,institutional,https://aulib.repo.nii.ac.jp/,,200,,,270.0,http://aulib.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9313,
188,,,,az.repo.nii.ac.jp/,4461,9278,jp,https://www.azabu-u.ac.jp,weko,4038.0,institutional,https://az.repo.nii.ac.jp/,,200,,,661.0,http://az.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9278,
189,,,,baika.repo.nii.ac.jp/,4788,9882,jp,https://www.baika.ac.jp/english/,weko,,institutional,https://baika.repo.nii.ac.jp/,,200,,,,http://baika.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9882,
190,,,,barrel.repo.nii.ac.jp/,614,1088,jp,http://www.otaru-uc.ac.jp/,weko,5395.0,institutional,https://barrel.repo.nii.ac.jp/,,200,,,2690.0,http://barrel.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1088,
191,,,,budo-u.repo.nii.ac.jp/,4278,8430,jp,http://www.budo-u.ac.jp,weko,25.0,institutional,https://budo-u.repo.nii.ac.jp/,,200,,,12.0,http://budo-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8430,
192,https://bunkyo.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,bunkyo.repo.nii.ac.jp,4785,9879,jp,https://www.bunkyo.ac.jp/,weko,,institutional,https://bunkyo.repo.nii.ac.jp,,200,,,,http://bunkyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9879,
193,https://cgu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,cgu.repo.nii.ac.jp,4424,9086,jp,https://www.cgu.ac.jp,weko,1811.0,institutional,https://cgu.repo.nii.ac.jp,,ConnectionError,,,716.0,http://cgu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9086,
194,,,,chikushi-u.repo.nii.ac.jp/,4429,9096,jp,https://www.chikushi.ac.jp,weko,55.0,institutional,https://chikushi-u.repo.nii.ac.jp/,,200,,,,http://chikushi-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9096,
195,,,,chikyu.repo.nii.ac.jp/,2720,3772,jp,http://www.chikyu.ac.jp/,weko,4139.0,institutional,https://chikyu.repo.nii.ac.jp/,,200,,,2687.0,http://chikyu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3772,
196,,,,chiyoda.repo.nii.ac.jp/,4081,7424,jp,https://www.chiyoda.ac.jp/,weko,98.0,institutional,https://chiyoda.repo.nii.ac.jp/,,200,,,70.0,http://chiyoda.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7424,
197,,,,chubu-gu.repo.nii.ac.jp/,4427,9089,jp,https://www.chubu-gu.ac.jp/,weko,534.0,institutional,https://chubu-gu.repo.nii.ac.jp/,,200,,,347.0,http://chubu-gu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9089,
198,,,,chukyo-u.repo.nii.ac.jp/,4426,9088,jp,https://www.chukyo-u.ac.jp/english/,weko,18358.0,institutional,https://chukyo-u.repo.nii.ac.jp/,,ConnectionError,,,9568.0,http://chukyo-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9088,
199,https://chukyogakuin.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,chukyogakuin.repo.nii.ac.jp,4425,9087,jp,http://www.chukyogakuin-u.ac.jp,weko,329.0,institutional,https://chukyogakuin.repo.nii.ac.jp,,200,,,8.0,http://chukyogakuin.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9087,
200,,,,chuo-u.repo.nii.ac.jp/,4423,9085,jp,https://www.chuo-u.ac.jp/,weko,9502.0,institutional,https://chuo-u.repo.nii.ac.jp/,,200,,,4067.0,http://chuo-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9085,
201,,,,cis.repo.nii.ac.jp/,4783,9877,jp,https://www.cis.ac.jp/en/index.html,weko,,institutional,https://cis.repo.nii.ac.jp/,,200,,,,http://cis.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9877,
202,,,,cist.repo.nii.ac.jp/,4428,9093,jp,https://www.chitose.ac.jp,weko,660.0,institutional,https://cist.repo.nii.ac.jp/,,200,,,296.0,http://cist.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9093,
203,,,,codh.repo.nii.ac.jp/,4784,9878,jp,http://codh.rois.ac.jp/index.html.en,weko,,institutional,https://codh.repo.nii.ac.jp/,,200,,,,http://codh.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9878,
204,,,,cuc.repo.nii.ac.jp/,4430,9097,jp,https://www.cuc.ac.jp,weko,5809.0,institutional,https://cuc.repo.nii.ac.jp/,,200,,,2267.0,http://cuc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9097,
205,,,,cygnus.repo.nii.ac.jp/,3863,6432,jp,https://www.tcn.ac.jp,weko,325.0,institutional,https://cygnus.repo.nii.ac.jp/,,ConnectionError,,,127.0,http://cygnus.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6432,
206,,,,da.lib.kobe-u.ac.jp/da/kernel/?lang=1,510,943,jp,http://www.kobe-u.ac.jp/,e cats,348736.0,institutional,https://da.lib.kobe-u.ac.jp/da/kernel/?lang=1,,200,,,,https://da.lib.kobe-u.ac.jp/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/943,E-cats
207,,,,daiichi-cps.repo.nii.ac.jp/,4400,8991,jp,http://www.daiichi-cps.ac.jp,weko,67.0,institutional,https://daiichi-cps.repo.nii.ac.jp/,,200,,,52.0,http://daiichi-cps.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8991,
208,,,,daiichi-koudai.repo.nii.ac.jp/,4401,8992,jp,http://www.daiichi-koudai.ac.jp,weko,603.0,institutional,https://daiichi-koudai.repo.nii.ac.jp/,,200,,,,http://daiichi-koudai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8992,
209,https://dcu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,dcu.repo.nii.ac.jp,4399,8979,jp,https://www.dcu.ac.jp,weko,638.0,institutional,https://dcu.repo.nii.ac.jp,,200,,,616.0,http://dcu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8979,
210,,,,dlisv03.media.osaka-cu.ac.jp/il/meta_pub/engG0000438repository,1220,1939,jp,http://www.osaka-cu.ac.jp/,infolib,15815.0,institutional,https://dlisv03.media.osaka-cu.ac.jp/il/meta_pub/engG0000438repository,,200,,,9056.0,https://dlisv03.media.osaka-cu.ac.jp/il/oai_repository/pmh/G0000438-repository,https://v2.sherpa.ac.uk/id/repository/1939,InfoLibクラウドサービス
211,https://dmu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,dmu.repo.nii.ac.jp,4358,8905,jp,https://www.dokkyomed.ac.jp/dmu,weko,2204.0,institutional,https://dmu.repo.nii.ac.jp,,200,,,1853.0,http://dmu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8905,
212,,,,do-bunkyodai.repo.nii.ac.jp/,4302,8577,jp,http://www.do-bunkyodai.ac.jp,weko,860.0,institutional,https://do-bunkyodai.repo.nii.ac.jp/,,200,,,120.0,http://do-bunkyodai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8577,
213,,,,doho.repo.nii.ac.jp/,4359,8906,jp,https://www.doho.ac.jp,weko,2264.0,institutional,https://doho.repo.nii.ac.jp/,,200,,,448.0,http://doho.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8906,
214,,,,dokkyo.repo.nii.ac.jp/,4357,8904,jp,http://www.dokkyo.ac.jp,weko,1952.0,institutional,https://dokkyo.repo.nii.ac.jp/,,200,,,1356.0,http://dokkyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8904,
215,https://doshisha.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,doshisha.repo.nii.ac.jp,581,1046,jp,http://www.doshisha.ac.jp/,weko,19385.0,institutional,https://doshisha.repo.nii.ac.jp,,200,,,0.0,https://doshisha.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1046,
216,,,,dspace.jaist.ac.jp/dspace/index.jsp?locale=en,532,974,jp,http://www.jaist.ac.jp/,dspace,13874.0,institutional,https://dspace.jaist.ac.jp/dspace/index.jsp?locale=en,,200,,,18.0,http://dspace.jaist.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/974,
217,https://edo.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,edo.repo.nii.ac.jp,4350,8806,jp,https://www.edogawa-u.ac.jp,weko,984.0,institutional,https://edo.repo.nii.ac.jp,,200,,,769.0,http://edo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8806,
218,,,,edu-niigata.repo.nii.ac.jp/,2273,3275,jp,http://www.juen.ac.jp/,weko,2170.0,institutional,https://edu-niigata.repo.nii.ac.jp/,,ConnectionError,,,,http://edu-niigata.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3275,
219,,,,eprints.lib.hokudai.ac.jp/,81,172,jp,https://www.hokudai.ac.jp,dspace,57986.0,institutional,https://eprints.lib.hokudai.ac.jp/,,200,,,,http://eprints.lib.hokudai.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/172,
220,,,,fdc.repo.nii.ac.jp/,4338,8676,jp,https://www.fdcnet.ac.jp,weko,105.0,institutional,https://fdc.repo.nii.ac.jp/,,200,,,70.0,http://fdc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8676,
221,https://ferris.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,ferris.repo.nii.ac.jp,4341,8698,jp,https://www.ferris.ac.jp/en/,weko,2398.0,institutional,https://ferris.repo.nii.ac.jp,,200,,,1085.0,http://ferris.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8698,
222,,,,fuji.repo.nii.ac.jp/,4779,9873,jp,http://www.fuji-u.ac.jp/,weko,,institutional,https://fuji.repo.nii.ac.jp/,,200,,,,http://fuji.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9873,
223,,,,fujijoshi.repo.nii.ac.jp/,2727,3779,jp,http://www.fujijoshi.ac.jp/,weko,1924.0,institutional,https://fujijoshi.repo.nii.ac.jp/,,200,,,1913.0,http://fujijoshi.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3779,
224,,,,fujita-hu.repo.nii.ac.jp/,4339,8677,jp,https://www.fujita-hu.ac.jp,weko,1051.0,institutional,https://fujita-hu.repo.nii.ac.jp/,,200,,,258.0,http://fujita-hu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8677,
225,,,,fuksi-kagk-u.repo.nii.ac.jp/,4250,7903,jp,https://www.fuksi-kagk-u.ac.jp/,weko,775.0,institutional,https://fuksi-kagk-u.repo.nii.ac.jp/,,200,,,266.0,http://fuksi-kagk-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7903,
226,https://fukuchiyama.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,fukuchiyama.repo.nii.ac.jp,3898,6487,jp,https://www.fukuchiyama.ac.jp,weko,379.0,institutional,https://fukuchiyama.repo.nii.ac.jp,,200,,,365.0,http://fukuchiyama.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6487,
227,,,,fukuoka-pu.repo.nii.ac.jp/,4778,9871,jp,https://www.fukuoka-pu.ac.jp/,weko,,institutional,https://fukuoka-pu.repo.nii.ac.jp/,,200,,,,http://fukuoka-pu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9871,
228,,,,fukuoka-u.repo.nii.ac.jp/,4336,8673,jp,https://www.fukuoka-u.ac.jp,weko,4967.0,institutional,https://fukuoka-u.repo.nii.ac.jp/,,200,,,382.0,http://fukuoka-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8673,
